title,genre,release_date,popularity,vote_average,vote_count,runtime,original_language
Lady from Louisiana,drama,1941,0.26,5.1,5,82.0,en
The Neighbors,thriller,2012,1.4,6.9,9,110.0,ko
Oliver's Story,drama,1978,6.82,5.1,9,91.0,en
Take Care,comedy drama romance,2014,2.22,5.6,30,94.0,en
The Gambler and the Lady,crime drama thriller,1952,0.19,5.5,3,72.0,en
The Hollow,horror,2004,0.69,4.6,10,83.0,en
Two of a Kind,crime,1951,0.21,6.3,4,75.0,en
Alphabet,documentary,2013,0.87,6.3,4,113.0,de
A Fight for,documentary,2014,0.09,8.0,2,85.0,sl
Sailing to Paradise,comedy drama romance,2014,0.09,5.0,1,80.0,sl
Grizzly,horror,1976,5.42,4.9,26,91.0,en
Coast of Death,documentary drama family,2013,0.37,6.9,5,82.0,gl
The Harry Hill Movie,comedy,2013,0.92,3.8,10,85.0,en
Kill Speed,action crime thriller,2010,1.03,3.7,9,113.0,en
Mega Piranha,action adventure horror science,2010,6.6,3.0,52,92.0,en
Men in White,comedy science,1998,0.58,2.5,2,83.0,en
Transmorphers,action adventure science,2007,1.87,2.2,22,86.0,en
Cardcaptor Sakura: The Sealed Card,adventure animation comedy fantasy romance,2000,1.31,8.0,24,80.0,ja
Watch Me When I Kill,horror mystery thriller,1977,0.21,6.7,3,95.0,it
A Rumor Of War,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1980,0.17,0.0,1,191.0,en
Trackdown,action drama,1976,0.75,0.0,0,98.0,en
The Time Guardian,science,1987,0.7,4.6,8,87.0,en
The Coconut Revolution,documentary,2000,0.0,0.0,0,50.0,pt
Among the Living,drama mystery,1941,0.27,5.4,4,67.0,en
The Boy,drama horror thriller,2015,5.35,5.7,58,110.0,en
I Walk Alone,action drama thriller,1948,1.6,6.2,11,97.0,en
Venus & Fleur,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2004,0.12,4.7,3,0.0,fr
Fear Over the City,action crime drama,1975,1.78,6.8,24,125.0,fr
The Tenant of Wildfell Hall,drama,1997,0.4,7.0,3,160.0,en
The Brave Little Toaster Goes to Mars,animation family,1998,1.61,5.8,12,73.0,en
The Hunt for the Unicorn Killer,drama thriller,1999,1.02,5.5,4,99.0,en
Where the Lilies Bloom,drama,1974,0.02,5.3,2,98.0,en
One in a Million: The Ron LeFlore Story,drama tv,1978,0.94,5.5,3,100.0,en
Midnight Special,adventure drama science,2016,12.68,6.2,705,112.0,en
The Circle,documentary drama,2014,0.94,7.9,9,100.0,de
Boys,drama,2014,5.65,7.5,122,78.0,nl
Sal,drama,2013,1.46,4.0,3,103.0,en
Master of the Universe,documentary,2013,0.91,6.9,14,88.0,en
The No Mercy Man,action drama,1973,0.05,5.7,3,90.0,en
Little Girl: Big Tease,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1976,0.59,0.0,0,0.0,en
Sam's Song,drama,1969,0.23,5.5,2,92.0,en
The Godsend,horror thriller,1980,0.52,5.4,13,90.0,en
Mata Hari,action drama romance thriller,1985,0.85,3.5,5,104.0,en
Beauty and the Beast,family music romance,1987,1.33,6.5,14,94.0,en
Crack House,action drama,1989,0.0,0.0,0,90.0,en
Maidstone,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1970,0.09,5.0,1,106.0,en
Midnight Ride,action horror thriller,1990,0.77,8.0,2,93.0,en
The Stud,drama romance,1978,0.86,5.0,6,95.0,en
Julie Darling,drama horror thriller,1983,0.08,8.0,2,100.0,en
Severe Clear,comedy documentary,2010,0.15,5.5,2,93.0,en
Monaco Forever,comedy,1984,0.59,2.8,5,29.0,en
Cymbeline,drama,2014,4.22,3.5,40,97.0,en
Gorilla Bathes at Noon,comedy,1993,0.08,6.8,2,83.0,sr
Balloon Farm,drama family,1999,0.37,3.5,4,92.0,en
In the Shadow,crime drama,2012,0.99,5.7,12,106.0,cs
House of Mortal Sin,horror,1976,0.56,6.9,11,104.0,en
The Flesh and Blood Show,horror thriller,1972,0.0,4.8,5,93.0,en
The Conrad Boys,drama,2006,0.56,5.3,9,93.0,en
Legend No. 17,drama,2013,2.02,6.9,31,134.0,ru
The Beautiful Story,adventure drama fantasy,1992,0.4,8.0,2,210.0,fr
La liga no es cosa de hombres,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1972,0.01,0.0,0,111.0,en
Sex Up Your Life!,comedy,2005,0.43,6.4,4,91.0,de
Playground,documentary,2009,0.67,0.0,0,85.0,en
Rudolph the Red-Nosed Reindeer: The Movie,animation family,1998,2.62,5.8,35,83.0,en
Saving Santa,animation comedy family,2013,3.93,5.1,30,83.0,en
Love Exposure,action comedy drama romance,2007,0.04,3.0,1,100.0,ko
Werner - Volles Rooäää!!!,animation comedy,1999,1.41,4.8,22,77.0,de
Manta: Manta,comedy,1991,3.73,4.9,26,91.0,de
Parallels,action science,2015,4.08,6.2,148,83.0,en
A Dream of Kings,drama,1969,0.88,4.5,2,0.0,en
Arrow In The Dust,western,1954,0.46,5.2,3,79.0,en
Blueberry Hill,drama,1988,0.01,5.0,1,93.0,en
Calling Dr. Kildare,drama,1939,0.79,4.5,2,86.0,en
Copper Canyon,western,1950,0.34,4.6,6,84.0,en
Standby,comedy romance,2014,5.14,6.6,14,90.0,en
New Year's Day,comedy,1990,0.28,5.5,2,88.0,en
Werner - Gekotzt wird später!,animation comedy,2003,1.41,5.4,11,80.0,de
The Pirates,action adventure history,2014,2.35,6.4,45,130.0,ko
Kung Fu Jungle,action crime thriller,2014,6.64,6.5,117,100.0,cn
Last Flight Out,action,2004,0.01,0.0,0,82.0,en
Superdome,crime drama,1978,0.39,0.0,0,100.0,en
Five Miles to Midnight,crime drama thriller,1962,0.19,6.5,1,110.0,en
In God We Tru$t,comedy,1980,0.62,5.8,8,97.0,en
Six Days in Roswell,documentary,1998,0.07,8.0,1,82.0,en
Sabrina the Teenage Witch,comedy family fantasy science tv,1996,7.22,5.2,56,91.0,en
Safe at Home!,comedy drama,1962,0.35,4.5,2,84.0,en
The Unknown Cyclist,drama,1998,0.38,5.0,1,96.0,en
Thunderhead - Son of Flicka,drama family,1945,0.37,0.0,1,78.0,en
Confession of Murder,action thriller,2012,3.06,7.0,57,119.0,ko
Moby Dick,action horror thriller,2011,1.8,7.1,9,112.0,ko
Underwater Dreams,documentary history,2014,0.1,5.0,1,86.0,en
Walter,comedy drama,2015,1.95,5.3,26,87.0,en
The Last Will and Testament of Rosalind Leigh,horror thriller,2012,3.09,5.0,47,82.0,en
Rise of the Legend,action drama,2014,4.07,6.4,34,131.0,zh
Christmas at Cartwright's,family romance,2014,7.3,5.8,10,84.0,en
House of Bones,horror,2010,4.35,4.3,13,90.0,en
That Burning Feeling,comedy drama,2014,2.01,5.7,9,95.0,en
Lawrence & Holloman,comedy drama,2014,0.14,0.0,0,95.0,en
Stitches,comedy,1985,0.07,0.0,0,89.0,en
Vavien,comedy drama thriller,2009,0.65,6.5,9,100.0,tr
The Angel of Vengeance - The Female Hamlet,drama,1977,0.08,5.0,2,86.0,en
The Humbling,comedy drama,2014,5.27,5.3,39,112.0,en
Malibu Beach,comedy,1978,0.08,4.3,5,96.0,en
Can of Worms,comedy family science,1999,0.42,5.2,6,90.0,en
Beauty and the Beast,drama fantasy horror romance,1978,2.94,7.8,20,83.0,cs
Camp Cucamonga,comedy drama family,1990,1.8,4.7,9,93.0,en
Quarterback Princess,drama,1983,0.48,5.3,4,96.0,en
The Village,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2010,0.01,0.0,0,92.0,de
Shaun the Sheep Movie,adventure animation comedy family,2015,9.96,6.9,456,85.0,en
Computer Beach Party,comedy,1987,0.0,3.0,1,97.0,en
Summer Job,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1989,0.0,4.3,3,92.0,en
P.R.O.F.S,comedy,1985,0.02,6.6,31,0.0,fr
Poison Ivy,comedy romance,1985,1.09,5.4,7,97.0,en
An Insignificant Harvey,drama,2011,0.79,6.3,2,79.0,en
Tell Me a Riddle,drama,1980,0.1,0.0,0,90.0,en
Last Knights,action adventure,2015,14.62,6.2,348,115.0,en
Boobs: An American Obsession,documentary,2010,0.43,0.0,0,88.0,en
The Jinx: The Life and Deaths of Robert Durst,documentary,2015,5.4,8.6,85,240.0,en
Nice and Easy,comedy,2014,2.94,6.9,73,93.0,fr
Cannibal Girls,comedy horror,1973,2.0,3.8,8,84.0,en
Dream Trap,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1990,0.0,0.0,0,90.0,en
What's New About Love?,drama romance,2012,0.16,5.0,3,121.0,pt
Stewardess School,comedy,1986,0.37,4.2,7,89.0,en
Woman in Gold,drama,2015,11.61,7.3,454,120.0,en
Ryaba: My Chicken,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1994,0.68,4.3,3,117.0,it
The Seat Filler,comedy romance,2004,0.35,4.8,5,90.0,en
Bill Bailey: Part Troll,comedy,2004,0.91,7.4,10,94.0,en
Cut Bank,thriller,2014,8.9,5.4,93,92.0,en
Les mauvaises têtes,comedy,2013,0.29,8.0,1,,fr
Water's Edge,thriller,2003,0.24,5.0,1,96.0,en
Slaughter High,horror,1986,2.06,6.4,26,90.0,en
They're Playing with Fire,crime horror thriller,1984,1.75,4.3,5,96.0,en
Getting Lucky,comedy family,1989,0.25,7.0,3,85.0,en
Modern Girls,comedy romance,1986,6.06,5.7,11,84.0,en
Body Waves,comedy,1992,1.23,7.0,1,80.0,en
Let's Do It!,comedy,1982,0.08,0.0,0,82.0,en
Body Rock,drama music,1984,0.11,2.2,3,93.0,en
Gimme an 'F',comedy,1984,0.01,4.3,3,101.0,en
The Vals,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1982,0.29,0.0,0,99.0,en
Borderline,action crime drama,1980,0.6,5.5,6,97.0,en
Luton,drama,2013,0.24,3.8,3,100.0,en
Armi Alive!,documentary drama,2015,0.15,4.7,3,84.0,fi
No No: A Dockumentary,documentary,2014,1.16,7.0,16,100.0,en
Say Nothing,action drama mystery romance science thriller,2001,0.23,9.0,1,94.0,en
15 Years and One Day,drama,2013,0.79,6.4,7,96.0,es
The Woman with the 5 Elephants,documentary foreign,2010,0.51,6.5,2,93.0,en
PMMP – Life is Right Here,documentary music,2015,0.02,0.0,0,83.0,fi
El Infierno,comedy crime drama,2010,3.03,7.5,66,145.0,es
The Invisible Men,documentary,2012,0.19,5.0,1,60.0,en
At World's End,action adventure comedy thriller,2009,1.96,5.4,8,99.0,da
It's Me: Hilary: The Man Who Drew Eloise,documentary,2015,0.11,6.0,2,36.0,en
The Surrealist and His Naughty Hand,comedy drama,2013,0.05,0.0,0,65.0,en
Final Voyage,action drama,2000,0.21,3.5,4,95.0,en
Miranda,comedy romance,1985,4.33,5.3,15,93.0,it
The Duke Is Tops,music,1938,0.33,6.0,1,63.0,en
About a Girl,comedy drama,2015,1.16,7.3,12,104.0,de
Watchers II,horror science,1990,0.49,4.7,6,101.0,en
The Outsider,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2005,1.21,7.0,2,0.0,en
The Strangler,drama,1970,1.11,6.7,6,91.0,fr
The System,crime,1953,0.45,4.1,4,90.0,en
Vagabond Lady,comedy drama romance,1935,0.1,0.0,0,71.0,en
The Return of Count Yorga,horror,1971,1.4,5.1,8,97.0,en
Seve,documentary drama,2014,0.63,8.0,7,124.0,en
Breathe,drama,2014,4.83,7.2,156,91.0,fr
Spiders,science thriller,2013,11.01,3.9,39,89.0,en
Space Dogs 2,adventure animation comedy family,2014,0.62,4.2,3,90.0,ru
From Inside,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2008,0.93,6.5,2,0.0,en
Aging Out,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2004,0.0,0.0,0,0.0,en
Zandy's Bride,western,1974,0.86,5.8,6,116.0,en
The Lightship,thriller,1986,0.26,4.0,5,89.0,en
Threshold,drama science,1981,1.34,6.6,5,97.0,en
Laura's Star,animation family,2004,2.0,5.2,17,75.0,de
The Marine 4: Moving Target,action thriller,2015,3.63,5.8,49,90.0,en
Man from Reno,crime drama mystery thriller,2015,0.88,6.1,15,111.0,en
Astral City: A Spiritual Journey,drama,2010,1.47,6.7,21,109.0,en
Lage Raho Munna Bhai,comedy drama romance,2006,3.54,7.6,45,144.0,en
Sword of Vengeance,action adventure drama,2014,3.15,5.2,29,86.0,en
The Dog Who Saved Christmas,comedy family,2009,0.52,3.0,5,112.0,en
Indebted,drama thriller,2013,0.01,0.0,0,95.0,fi
The Liberator,drama history,2013,5.6,6.4,28,119.0,es
Lovesick,comedy romance,2014,3.65,4.7,34,100.0,en
I'm Afraid,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1982,0.0,0.0,0,83.0,en
I'm Not Jesus Mommy,drama science thriller,2011,0.41,4.7,3,89.0,en
Downstream,action science,2010,0.67,3.5,10,101.0,de
Finding Gastón,documentary,2014,0.02,0.0,0,80.0,es
House of Clocks,foreign horror,1989,0.11,7.2,3,84.0,it
Winning Time: Reggie Miller vs. The New York Knicks,documentary,2010,1.13,8.2,8,68.0,en
Straight Outta LA,documentary,2010,0.67,4.7,6,53.0,en
The Butterfly Tattoo,drama thriller,2009,0.02,0.0,0,101.0,en
50 to 1,comedy drama,2014,2.69,5.7,19,110.0,en
Mardock Scramble: The First Compression,action animation drama thriller,2010,2.64,7.1,23,69.0,ja
The Four Year Plan,documentary foreign,2011,0.08,7.0,2,99.0,en
In the Crosswind,history war,2014,1.16,7.5,14,86.0,et
A Royal Night Out,drama romance thriller,2015,4.06,6.3,84,97.0,en
Peter Pan Live!,adventure family music,2014,1.88,4.8,9,132.0,en
Radiostars,comedy,2012,3.06,5.6,58,100.0,fr
The Bet,comedy,1997,4.06,6.2,68,100.0,en
An Act of War,drama mystery,2015,1.66,5.1,6,99.0,en
All I Want for Christmas,drama family romance,2007,0.37,5.8,8,86.0,en
The Ceremony,crime drama,1963,0.91,4.8,2,105.0,en
Two on a Guillotine,horror mystery,1965,0.93,5.7,11,107.0,en
A Night Full of Rain,drama,1978,0.66,5.0,2,104.0,en
Vanishing Pearls: The Oystermen of Pointe à la Hache,documentary history,2014,0.01,0.0,0,80.0,en
The Least of These,documentary drama thriller,2011,0.04,8.0,1,0.0,en
Sweet Home,horror,2015,2.42,4.7,34,80.0,es
Regression,horror mystery thriller,2015,10.04,5.3,600,106.0,en
Amore libero - Free Love,drama,1974,0.3,4.0,1,86.0,it
Port of New York,crime,1949,0.7,4.4,9,82.0,en
Testament of Youth,drama history war,2014,7.05,7.2,259,129.0,en
Emmanuelle 3,drama,1977,2.22,4.5,10,100.0,fr
Emmanuelle 4,drama,1984,2.7,5.0,12,89.0,fr
Night Monster,drama family horror,1942,0.41,5.8,6,73.0,en
Appropriate Behavior,comedy drama romance,2015,2.27,5.8,28,90.0,en
Samson and the Slave Queen,action adventure drama,1963,0.69,0.0,0,86.0,it
Hitcher in the Dark,crime horror thriller,1989,0.02,5.0,2,95.0,it
Free Hand for a Tough Cop,action crime,1976,0.57,7.7,3,90.0,it
Syndicate Sadists,action crime foreign thriller,1975,0.86,5.8,6,90.0,it
Knife of Ice,foreign horror mystery,1972,1.09,5.9,7,91.0,en
A Quiet Place to Kill,drama thriller,1970,0.34,5.7,3,94.0,it
Paranoia,drama romance thriller,1969,2.26,6.2,6,91.0,it
Due Magnum .38 per una città di carogne,action crime,1975,0.5,0.0,0,0.0,en
Rites of Spring,horror thriller,2011,1.02,4.1,19,81.0,en
Barbie of Swan Lake,animation family,2003,6.46,6.6,191,81.0,en
Barbie: The Princess & The Popstar,animation family,2012,6.14,6.0,57,86.0,en
Barbie and the Diamond Castle,animation family,2008,4.83,6.6,83,78.0,en
Barbie in A Mermaid Tale,animation family fantasy,2010,6.83,6.2,89,75.0,en
Barbie in the Pink Shoes,animation family,2013,7.25,5.3,51,75.0,en
Barbie Presents: Thumbelina,animation family,2009,8.5,5.5,68,75.0,en
The Key to Paradise,comedy family,1970,0.33,5.8,4,81.0,da
Summer in Tyrol,comedy family music,1964,0.18,7.1,4,99.0,da
The Bélier Family,comedy drama music,2014,7.94,7.0,789,105.0,fr
Doug Stanhope: Before Turning the Gun on Himself,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.08,8.0,2,67.0,en
Doug Stanhope: Oslo - Burning the Bridge to Nowhere,comedy,2011,0.56,6.1,6,89.0,en
One Eyed Girl,drama thriller,2014,1.55,5.0,11,110.0,en
Court,drama,2015,0.73,6.6,10,116.0,mr
The Last Sentence,drama history,2012,1.09,5.3,5,104.0,sv
When Comedy Went to School,comedy documentary drama,2013,0.14,6.5,1,83.0,en
Jimmy P.,drama,2013,4.5,6.0,30,117.0,en
One Little Pill,documentary drama,2014,0.42,9.0,1,52.0,en
Two Raging Grannies,documentary,2013,0.06,6.0,1,78.0,en
Cocaine Cowboys: Reloaded,documentary,2014,0.87,7.3,9,152.0,en
Genius on Hold,documentary,2013,0.16,6.7,3,91.0,en
Jedi Junkies,documentary,2010,0.17,6.3,3,75.0,en
Breeders,horror science,1997,0.3,4.1,7,94.0,en
Time Zero: The Last Year of Polaroid Film,documentary history,2012,0.1,7.3,2,93.0,en
The 'Socalled' Movie,documentary,2010,0.07,5.0,1,88.0,en
Resistance,documentary,2015,0.24,7.2,5,72.0,en
Ethos,documentary,2011,0.52,7.1,4,72.0,en
Lifted,drama family,2010,0.82,6.9,13,108.0,en
Backdoor,drama,2000,0.73,7.5,4,105.0,el
1915,drama history,2015,0.95,6.0,1,82.0,en
The Workshop,documentary foreign,2007,0.21,4.4,4,94.0,en
A Trick of the Light,drama foreign,1995,0.47,5.1,5,79.0,de
The Seven Five,documentary,2014,1.75,7.8,26,102.0,en
The Sicilian Connection,crime thriller,1972,0.58,0.0,0,105.0,it
August Winds,documentary mystery,2014,1.35,6.0,3,77.0,pt
Tricked: The Documentary,documentary,2013,1.67,6.2,15,75.0,en
Everything for Sale,drama foreign,1969,0.48,5.8,7,105.0,pl
That Certain Feeling,comedy,1956,0.45,6.3,2,103.0,en
The Man Called Noon,western,1973,1.93,5.0,1,98.0,es
Innocent Bystanders,action thriller,1972,0.53,7.0,2,111.0,en
A Buddha,drama,2005,0.15,7.3,4,115.0,es
Two Hundred Thousand Dirty,comedy,2014,0.02,0.0,0,89.0,en
Metal Skin,action drama,1994,0.42,3.0,1,115.0,en
The Treasure,drama romance,1923,0.31,0.0,0,80.0,de
You're Darn Tootin',comedy,1928,0.55,5.5,5,20.0,en
Rembrandt,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1999,0.56,5.8,3,103.0,fr
The City Tramp,drama,1966,0.25,5.4,5,11.0,de
The Coward,drama history war,1915,0.41,4.5,2,77.0,en
The Good Lie,thriller,2013,0.12,4.0,1,92.0,en
The Life of Vergie Winters,drama,1934,0.65,6.5,2,82.0,en
The Lion Hunters,action adventure drama,1951,0.07,0.0,0,75.0,en
Thought Crimes,documentary,2015,0.52,6.6,14,81.0,en
Ankhon Dekhi,comedy drama foreign,2013,0.97,4.6,11,107.0,hi
Gulaal,crime drama foreign,2009,2.05,6.7,16,140.0,en
Rough Cut,action drama foreign,2008,1.95,6.7,23,113.0,ko
Bootleggers,comedy crime,1962,1.57,7.6,20,19.0,ru
You Don't Choose Your Family,adventure comedy,2011,2.74,5.8,48,103.0,fr
The Dorm,horror thriller,2014,0.45,4.7,9,90.0,en
After,mystery thriller,2012,4.98,5.6,63,90.0,en
Cold Summer of 1953,action crime drama foreign,1988,0.72,6.5,9,101.0,ru
Kokoko,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.7,2.5,3,90.0,ru
Monsters: Dark Continent,drama science thriller,2014,12.65,4.2,104,119.0,en
Reminiscence,horror thriller,2014,1.16,3.8,7,120.0,en
Andaz Apna Apna,comedy drama romance,1994,2.06,7.6,51,160.0,hi
The Farewell Party,comedy drama,2014,1.46,6.0,16,90.0,de
Ilsa: the Tigress of Siberia,horror thriller,1977,1.4,4.1,18,88.0,en
The Designated Victim,thriller,1971,0.11,4.8,3,105.0,it
Thunderstruck,comedy,2004,0.13,7.0,1,98.0,en
Hot Pursuit,action comedy crime,2015,6.91,5.4,659,87.0,en
Slow West,romance thriller western,2015,10.13,6.6,371,84.0,en
The Mad,comedy horror thriller,2007,1.46,5.8,19,83.0,en
The Green Inferno,action adventure horror thriller,2014,9.34,5.0,359,100.0,en
The Bear,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1984,0.35,6.0,1,0.0,en
Barely Lethal,action adventure comedy,2015,11.01,5.5,352,96.0,en
